attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
25.9,98.3,8.5,Average,Unknown,Unknown,Average,98.8,0.1,66.68,"{'Weak': 0.1, 'Average': 98.8, 'Strong': 1.1}","{'attendance_contribution': 10.36, 'test_score_contribution': 39.32, 'assignment_submitted_contribution': 17.0}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
87.1,16.3,2.9,Average,Unknown,Unknown,Average,99.7,0.2,47.16,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 34.84, 'test_score_contribution': 6.52, 'assignment_submitted_contribution': 5.8}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
78.3,22.4,1.0,Average,Unknown,Unknown,Average,99.7,0.3,42.28,"{'Weak': 0.3, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 31.32, 'test_score_contribution': 8.96, 'assignment_submitted_contribution': 2.0}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
74.8,81.2,6.1,Average,Unknown,Unknown,Average,96.2,0.0,74.6,"{'Weak': 0.0, 'Average': 96.2, 'Strong': 3.8}","{'attendance_contribution': 29.92, 'test_score_contribution': 32.48, 'assignment_submitted_contribution': 12.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Submit all remaining assignments; aim for >=8/10.']",Average
48.9,34.4,10.0,Average,Unknown,Unknown,Average,100.0,0.0,53.32,"{'Weak': 0.0, 'Average': 100.0, 'Strong': 0.0}","{'attendance_contribution': 19.56, 'test_score_contribution': 13.76, 'assignment_submitted_contribution': 20.0}",['Excellent assignment submission (10/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
66.5,89.6,1.4,Average,Unknown,Unknown,Average,99.8,0.1,65.24,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 26.6, 'test_score_contribution': 35.84, 'assignment_submitted_contribution': 2.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
62.6,69.7,2.9,Average,Unknown,Unknown,Average,98.5,0.2,58.72,"{'Weak': 0.2, 'Average': 98.5, 'Strong': 1.2}","{'attendance_contribution': 25.04, 'test_score_contribution': 27.88, 'assignment_submitted_contribution': 5.8}",['Above-average test performance (65-79).'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (2/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
68.5,20.1,5.7,Average,Unknown,Unknown,Average,99.6,0.3,46.84,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 27.4, 'test_score_contribution': 8.04, 'assignment_submitted_contribution': 11.4}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
17.6,84.9,8.3,Average,Unknown,Unknown,Average,99.9,0.0,57.6,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 7.04, 'test_score_contribution': 33.96, 'assignment_submitted_contribution': 16.6}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
47.4,25.9,1.8,Average,Unknown,Unknown,Average,99.1,0.9,32.92,"{'Weak': 0.9, 'Average': 99.1, 'Strong': 0.0}","{'attendance_contribution': 18.96, 'test_score_contribution': 10.36, 'assignment_submitted_contribution': 3.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
13.7,48.1,4.6,Average,Unknown,Unknown,Average,99.3,0.6,33.92,"{'Weak': 0.6, 'Average': 99.3, 'Strong': 0.0}","{'attendance_contribution': 5.48, 'test_score_contribution': 19.24, 'assignment_submitted_contribution': 9.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
54.5,59.7,7.7,Average,Unknown,Unknown,Average,99.6,0.3,61.08,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 21.8, 'test_score_contribution': 23.88, 'assignment_submitted_contribution': 15.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
39.7,55.1,4.3,Average,Unknown,Unknown,Average,99.5,0.5,46.52,"{'Weak': 0.5, 'Average': 99.5, 'Strong': 0.0}","{'attendance_contribution': 15.88, 'test_score_contribution': 22.04, 'assignment_submitted_contribution': 8.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
23.0,71.8,2.7,Weak,Unknown,Unknown,Weak,93.4,93.4,43.32,"{'Weak': 93.4, 'Average': 6.6, 'Strong': 0.0}","{'attendance_contribution': 9.2, 'test_score_contribution': 28.72, 'assignment_submitted_contribution': 5.4}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
19.3,68.7,2.8,Average,Unknown,Unknown,Average,98.7,1.3,40.8,"{'Weak': 1.3, 'Average': 98.7, 'Strong': 0.0}","{'attendance_contribution': 7.72, 'test_score_contribution': 27.48, 'assignment_submitted_contribution': 5.6}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
62.9,99.3,4.7,Strong,Unknown,Unknown,Strong,98.5,0.0,74.28,"{'Weak': 0.0, 'Average': 1.5, 'Strong': 98.5}","{'attendance_contribution': 25.16, 'test_score_contribution': 39.72, 'assignment_submitted_contribution': 9.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Low assignment submissions (4/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Prioritise assignments; create a submission schedule with deadlines.']",Strong
25.4,99.9,5.3,Average,Unknown,Unknown,Average,99.7,0.1,60.72,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 10.16, 'test_score_contribution': 39.96, 'assignment_submitted_contribution': 10.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
93.3,56.5,8.8,Strong,Unknown,Unknown,Strong,98.9,0.0,77.52,"{'Weak': 0.0, 'Average': 1.1, 'Strong': 98.9}","{'attendance_contribution': 37.32, 'test_score_contribution': 22.6, 'assignment_submitted_contribution': 17.6}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Average test score (50-64) — needs improvement.'],['Practice past papers and revise weak topics regularly.'],Strong
62.3,18.6,6.8,Weak,Unknown,Unknown,Weak,96.7,96.7,45.96,"{'Weak': 96.7, 'Average': 3.0, 'Strong': 0.3}","{'attendance_contribution': 24.92, 'test_score_contribution': 7.44, 'assignment_submitted_contribution': 13.6}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
41.2,75.5,7.2,Average,Unknown,Unknown,Average,99.6,0.2,61.08,"{'Weak': 0.2, 'Average': 99.6, 'Strong': 0.3}","{'attendance_contribution': 16.48, 'test_score_contribution': 30.2, 'assignment_submitted_contribution': 14.4}","['Above-average test performance (65-79).', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
63.2,97.9,9.8,Average,Unknown,Unknown,Average,97.9,0.0,84.04,"{'Weak': 0.0, 'Average': 97.9, 'Strong': 2.1}","{'attendance_contribution': 25.28, 'test_score_contribution': 39.16, 'assignment_submitted_contribution': 19.6}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Below-target attendance (60-74%).'],['Aim for >=75% attendance to stay on track.'],Average
12.1,38.6,4.7,Weak,Unknown,Unknown,Weak,98.1,98.1,29.68,"{'Weak': 98.1, 'Average': 1.9, 'Strong': 0.0}","{'attendance_contribution': 4.84, 'test_score_contribution': 15.44, 'assignment_submitted_contribution': 9.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
96.3,51.5,4.6,Strong,Unknown,Unknown,Strong,96.5,0.0,68.32,"{'Weak': 0.0, 'Average': 3.5, 'Strong': 96.5}","{'attendance_contribution': 38.52, 'test_score_contribution': 20.6, 'assignment_submitted_contribution': 9.2}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Average test score (50-64) — needs improvement.', 'Low assignment submissions (4/10) — impacting overall score.']","['Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Strong
53.4,48.2,9.3,Average,Unknown,Unknown,Average,99.7,0.2,59.24,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 21.36, 'test_score_contribution': 19.28, 'assignment_submitted_contribution': 18.6}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
80.4,14.6,3.2,Average,Unknown,Unknown,Average,99.9,0.0,44.4,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 32.16, 'test_score_contribution': 5.84, 'assignment_submitted_contribution': 6.4}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
17.4,70.5,7.6,Average,Unknown,Unknown,Average,99.4,0.5,50.36,"{'Weak': 0.5, 'Average': 99.4, 'Strong': 0.0}","{'attendance_contribution': 6.96, 'test_score_contribution': 28.2, 'assignment_submitted_contribution': 15.2}","['Above-average test performance (65-79).', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
53.8,41.8,7.8,Average,Unknown,Unknown,Average,99.7,0.3,53.84,"{'Weak': 0.3, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 21.52, 'test_score_contribution': 16.72, 'assignment_submitted_contribution': 15.6}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
54.2,80.9,1.9,Average,Unknown,Unknown,Average,99.6,0.3,57.84,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 21.68, 'test_score_contribution': 32.36, 'assignment_submitted_contribution': 3.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
94.4,84.9,5.2,Average,Unknown,Unknown,Average,97.4,0.0,82.12,"{'Weak': 0.0, 'Average': 97.4, 'Strong': 2.6}","{'attendance_contribution': 37.76, 'test_score_contribution': 33.96, 'assignment_submitted_contribution': 10.4}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Moderate assignment submissions (5/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Average
61.5,83.9,2.8,Average,Unknown,Unknown,Average,97.6,0.2,63.76,"{'Weak': 0.2, 'Average': 97.6, 'Strong': 2.2}","{'attendance_contribution': 24.6, 'test_score_contribution': 33.56, 'assignment_submitted_contribution': 5.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (2/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
52.6,47.5,2.7,Average,Unknown,Unknown,Average,96.5,3.5,45.44,"{'Weak': 3.5, 'Average': 96.5, 'Strong': 0.1}","{'attendance_contribution': 21.04, 'test_score_contribution': 19.0, 'assignment_submitted_contribution': 5.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
34.0,38.9,5.2,Average,Unknown,Unknown,Average,98.3,1.6,39.56,"{'Weak': 1.6, 'Average': 98.3, 'Strong': 0.0}","{'attendance_contribution': 13.6, 'test_score_contribution': 15.56, 'assignment_submitted_contribution': 10.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
39.8,77.4,3.6,Average,Unknown,Unknown,Average,99.8,0.1,54.08,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 15.92, 'test_score_contribution': 30.96, 'assignment_submitted_contribution': 7.2}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
56.9,82.1,8.2,Average,Unknown,Unknown,Average,98.2,0.1,72.0,"{'Weak': 0.1, 'Average': 98.2, 'Strong': 1.7}","{'attendance_contribution': 22.76, 'test_score_contribution': 32.84, 'assignment_submitted_contribution': 16.4}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
49.5,54.2,9.2,Average,Unknown,Unknown,Average,99.9,0.1,59.88,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 19.8, 'test_score_contribution': 21.68, 'assignment_submitted_contribution': 18.4}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
11.9,90.4,8.2,Average,Unknown,Unknown,Average,99.8,0.1,57.32,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 4.76, 'test_score_contribution': 36.16, 'assignment_submitted_contribution': 16.4}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
84.4,23.0,3.4,Average,Unknown,Unknown,Average,99.8,0.2,49.76,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 33.76, 'test_score_contribution': 9.2, 'assignment_submitted_contribution': 6.8}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
90.7,89.1,3.5,Strong,Unknown,Unknown,Strong,99.0,0.0,78.92,"{'Weak': 0.0, 'Average': 1.0, 'Strong': 99.0}","{'attendance_contribution': 36.28, 'test_score_contribution': 35.64, 'assignment_submitted_contribution': 7.0}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Low assignment submissions (3/10) — impacting overall score.'],['Prioritise assignments; create a submission schedule with deadlines.'],Strong
22.6,18.6,3.3,Average,Unknown,Unknown,Average,95.4,4.6,23.08,"{'Weak': 4.6, 'Average': 95.4, 'Strong': 0.0}","{'attendance_contribution': 9.04, 'test_score_contribution': 7.44, 'assignment_submitted_contribution': 6.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
59.9,23.8,2.2,Weak,Unknown,Unknown,Weak,95.9,95.9,37.88,"{'Weak': 95.9, 'Average': 4.1, 'Strong': 0.0}","{'attendance_contribution': 23.96, 'test_score_contribution': 9.52, 'assignment_submitted_contribution': 4.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
19.8,58.0,9.5,Average,Unknown,Unknown,Average,98.5,1.3,50.12,"{'Weak': 1.3, 'Average': 98.5, 'Strong': 0.2}","{'attendance_contribution': 7.92, 'test_score_contribution': 23.2, 'assignment_submitted_contribution': 19.0}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
70.5,16.1,4.6,Average,Unknown,Unknown,Average,99.6,0.4,43.84,"{'Weak': 0.4, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 28.2, 'test_score_contribution': 6.44, 'assignment_submitted_contribution': 9.2}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
35.3,14.8,3.0,Average,Unknown,Unknown,Average,99.5,0.5,26.04,"{'Weak': 0.5, 'Average': 99.5, 'Strong': 0.0}","{'attendance_contribution': 14.12, 'test_score_contribution': 5.92, 'assignment_submitted_contribution': 6.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
69.3,10.0,8.6,Average,Unknown,Unknown,Average,99.8,0.1,48.92,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 27.72, 'test_score_contribution': 4.0, 'assignment_submitted_contribution': 17.2}",['Good assignment submission rate (8/10).'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
75.4,49.3,4.6,Average,Unknown,Unknown,Average,99.9,0.0,59.08,"{'Weak': 0.0, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 30.16, 'test_score_contribution': 19.72, 'assignment_submitted_contribution': 9.2}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
79.2,79.7,1.3,Average,Unknown,Unknown,Average,99.7,0.1,66.16,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 31.68, 'test_score_contribution': 31.88, 'assignment_submitted_contribution': 2.6}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).']",['Very few assignments submitted (1/10) — critical gap.'],['Submit assignments immediately; this severely affects your overall performance.'],Average
19.7,13.1,2.5,Weak,Unknown,Unknown,Weak,100.0,100.0,18.12,"{'Weak': 100.0, 'Average': 0.0, 'Strong': 0.0}","{'attendance_contribution': 7.88, 'test_score_contribution': 5.24, 'assignment_submitted_contribution': 5.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
92.4,68.7,6.8,Strong,Unknown,Unknown,Strong,97.6,0.0,78.04,"{'Weak': 0.0, 'Average': 2.4, 'Strong': 97.6}","{'attendance_contribution': 36.96, 'test_score_contribution': 27.48, 'assignment_submitted_contribution': 13.6}","['Outstanding attendance (>=90%) — excellent commitment.', 'Above-average test performance (65-79).']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
30.7,84.1,8.0,Average,Unknown,Unknown,Average,99.6,0.1,61.92,"{'Weak': 0.1, 'Average': 99.6, 'Strong': 0.3}","{'attendance_contribution': 12.28, 'test_score_contribution': 33.64, 'assignment_submitted_contribution': 16.0}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
13.4,25.1,2.9,Weak,Unknown,Unknown,Weak,98.2,98.2,21.2,"{'Weak': 98.2, 'Average': 1.8, 'Strong': 0.0}","{'attendance_contribution': 5.36, 'test_score_contribution': 10.04, 'assignment_submitted_contribution': 5.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
59.9,23.2,9.3,Average,Unknown,Unknown,Average,97.4,2.4,51.84,"{'Weak': 2.4, 'Average': 97.4, 'Strong': 0.3}","{'attendance_contribution': 23.96, 'test_score_contribution': 9.28, 'assignment_submitted_contribution': 18.6}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
43.4,87.5,8.7,Strong,Unknown,Unknown,Strong,97.2,0.0,69.76,"{'Weak': 0.0, 'Average': 2.8, 'Strong': 97.2}","{'attendance_contribution': 17.36, 'test_score_contribution': 35.0, 'assignment_submitted_contribution': 17.4}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Strong
84.7,84.1,8.6,Strong,Unknown,Unknown,Strong,97.7,0.0,84.72,"{'Weak': 0.0, 'Average': 2.3, 'Strong': 97.7}","{'attendance_contribution': 33.88, 'test_score_contribution': 33.64, 'assignment_submitted_contribution': 17.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",[],['Performing well across all areas — maintain consistency!'],Strong
82.7,58.5,3.0,Average,Unknown,Unknown,Average,99.7,0.0,62.48,"{'Weak': 0.0, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 33.08, 'test_score_contribution': 23.4, 'assignment_submitted_contribution': 6.0}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Low assignment submissions (3/10) — impacting overall score.']","['Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
38.5,83.7,1.4,Average,Unknown,Unknown,Average,99.0,1.0,51.68,"{'Weak': 1.0, 'Average': 99.0, 'Strong': 0.0}","{'attendance_contribution': 15.4, 'test_score_contribution': 33.48, 'assignment_submitted_contribution': 2.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
95.8,18.3,8.8,Average,Unknown,Unknown,Average,99.8,0.1,63.24,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 38.32, 'test_score_contribution': 7.32, 'assignment_submitted_contribution': 17.6}","['Outstanding attendance (>=90%) — excellent commitment.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
36.2,45.5,3.8,Weak,Unknown,Unknown,Weak,96.3,96.3,40.28,"{'Weak': 96.3, 'Average': 3.6, 'Strong': 0.0}","{'attendance_contribution': 14.48, 'test_score_contribution': 18.2, 'assignment_submitted_contribution': 7.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
